Title,Total Count,Unique Count
"Irving Amen papers, 1960-1964",0,0
"Edmond R. Amateis papers, 1926-1977",0,0
"Jari ""WERC"" Alvarez and Geraldine ""Gera"" Lozano papers, 2005-2015",0,0
"The Alternative Museum records, 1975-2006",0,0
"Mathias Joseph Alten scrapbook, 1920-1965",0,0
"Mathias Joseph Alten exhibition catalog, 1979",0,0
"Carolyn Alper papers relating to the Foundry Gallery, 1970-1977",0,0
"Video interviews with Ralph Rosenthal and Nat Jacobsen / Moshe Alon, producer, c1995",0,0
"Ella Alluisi papers relating to Margaret Peterson, 1958-1986",0,0
"Washington Allston paintbrush, circa 1830",0,0
"Allied Artists of America records, 1914-1978",0,0
"American Committee of the Statue of Liberty records, 1875-1901",0,0
"American Institute of Architects Philadelphia Chapter minute books, 1869-1943",0,0
"Anneberg Gallery records, 1945-1992, bulk 1966-1981",0,0
"Cooperative art building, ca. 1920",0,0
"Robert Howard Studio opening videorecording / created by Terry Fox, produced by Paule Anglim, 1976",0,0
"Rifka Angel papers, ca. 1930-1974",0,0
"John Angel photographs and printed materials, 1921-1955",0,0
"John Angel papers, 1912-1960",0,0
"André Emmerich Gallery Records and André Emmerich Papers, circa 1929-2009",0,0
"Vera Andrus papers, 1907-1990",0,0
"Benny Andrews papers, 1945-1968",0,0
"Laura Andreson papers, 1932-1991",0,0
"Andrea Rosen Gallery records, circa 1990-2017",0,0
"Edna Andrade papers, 1917-circa 1986",0,0
"Walter Inglis Anderson papers, circa 1915-1960",0,0
"A collection of Currier & Ives prints : to be sold by auction Thursday evening March nineteenth at eight fifteen, 1925",0,0
"Wayne Andersen papers, 1952-1994",0,0
"Robert Amft slides and photographs, 1960-1985",0,0
"Arthur and Jean Goodwin Ames papers, circa 1937-1955",0,0
"Wayne Amerine papers, 1966-1982",0,0
"American Philosophical Society selected records, 1784-1954",0,0
"Paulus Berensohn papers, circa 1950-2017, bulk 1976-2010",0,0
"Tom Berg papers, 1958-1984",0,0
"Mary Cassatt correspondence with Emily Sartain, ca. 1872-1874",0,0
"Charles Burchfield letter to Persis W. Robertson, 1938 Jan. 15",0,0
"Esther Isabel Seaver Burno research material relating to Thomas Cole, 1940-1956",0,0
"Radio interview with David and Marussia Burliuk, 1965",0,0
"Sydney Richmond Burleigh sketchbooks, 1875-1914",0,0
"Hans and Thordis Burkhardt papers, 1905-1981",0,0
"Joel Wakeman Burdick papers, ca. 1889-1909",0,0
"Horace Robbins Burdick papers, 1914-1932",0,0
"Charles Burchfield letter to Louise Burchfield, 1933",0,0
"Charles Burchfield letter to Helen C. Schultz, 1961 Mar. 15",0,0
"Claire Burch papers, 1962 and undated",0,0
"Malcolm R. Bucknall papers, 1960-1981",0,0
"Addison Burbank papers, 1958-1975",0,0
"Frank Bunts papers, 1932-1979",0,0
"Lucinda Bunnen photographs of Nellie Mae Rowe, 1971-circa 1985",0,0
"William E. L. Bunn papers, 1863-2009",0,0
"George R. Bunker papers relating to Alexey Brodovitch, 1933-1972",0,0
"Gunvor Bull-Teilman papers, 1921-1980",0,0
"Thomas Bull papers, 1933-1962",0,0
"Beniamino Bufano papers, circa 1910-1972",0,0
"Ned J. Burns papers, undated",0,0
"Sarah Burns research material on Perkins Harnly, circa 1900-2018",0,0
"William Partridge Burpee papers, 1897-1980",0,0
"Video documentation regarding the exhibition Beverly Buchanan: Ruins and Rituals, 2016",0,0
"C.G. Sloan & Co. auction catalogs, 1893-1963",0,0
"Interview with Jerry Bywaters, 1976 Feb. 13",0,0
"Jerry Bywaters papers, 1936-1978",0,0
"Byron Gallery records, circa 1950s-1991, bulk 1960-1971",0,0
"James Byrnes papers, ca.1940 -2000, bulk 1960-1990",0,0
"Margery Byers papers, 1962",0,0
"Alexander Byer papers, 1931-1949",0,0
"John Kenneth Byard papers, 1908-1960",0,0
"Barbara Butzbach papers relating to Wayne Thiebaud, 1977",0,0
"John Button papers, 1964-2004",0,0
"Jan Butterfield papers, 1950-1997",0,0
"Mary Butler papers, 1853-1946, bulk 1884-1946",0,0
"Martin H. Bush papers, 1948-2012, bulk 1970-2008",0,0
"Jacques Busbee letter to Mr. Moody, 1931 Sept. 15",0,0
"Irving F. Burton papers, 1816-1967",0,0
"Carlyle Burrows papers, 1918-1922",0,0
"Bryson Burroughs photographs, circa 1935",0,0
"Buehr family papers, 1880-1984",0,0
"Claude Buck papers, circa 1890-1983",0,0
"Bill Bristow papers, 1954-1983",0,0
"Acoustiguide tour of Brookgreen Gardens, 1971",0,0
"Henry Kirke Brown letter to Mr. Ames, 1867 June 4",0,0
"George Loring Brown account book, 1851-1859",0,0
"Bolton Coit Brown papers, 1882-1987, bulk 1882-1936",0,0
"Gilbert Brouillette papers, 1934-1958",0,0
"Norma Broude and Mary Garrard papers, 1970-2000",0,0
"Naomi Brotherton papers, 1953-1981",0,0
"Jeffery Owen Brosk papers, 1968-2015",0,0
"Philip Brookman papers, 1977-1993",0,0
"Herb Bronstein correspondence with Amy Goldin, circa 1952-1976",0,0
"Beverly Buchanan papers, 1912-2017, bulk 1970s-1990s",0,0
"Robert Broner papers, 1943-1974",0,0
"Manuel Bromberg papers, circa 1934-2015",0,0
"Jack Brogan papers, 1968-2016, bulk 1971-2009",0,0
"Jacqueline Brody papers, 1970-2003",0,0
"Stan Brodsky Papers, 1951-2004",0,0
"Gandy Brodie papers, 1954-1983",0,0
"Clarence Brodeur papers relating to the Fontainebleau Schools, 1935-1985",0,0
"María Brito sketchbooks, 1980-1993",0,0
"John George Brown letters and writing, 1891-1902",0,0
"Judith S. Brown papers, circa 1940-2002",0,0
"Robert Delford Brown papers, 1964-2009",0,0
"Radio interview with Robert Brown, 1977",0,0
"Ben Buchanan photographs of artists, circa 1985-2015",0,0
"Andrew Bucci papers, 1947-1985",0,0
"Bernarda Bryson Shahn papers, 1872-2004, bulk 1904-2004",0,0
"Irena Brynner papers, 1914-2003",0,0
"William Cullen Bryant and Parke Godwin papers, 1821-1901",0,0
"George de Forest Brush letters to Mr. Wilson, ca. 1884",0,0
"Jack Brusca papers, 1970-1993",0,0
"Louise Bruner papers, 1945-1976",0,0
"Letter to Edward Dalton Marchant, 1872 May 13",0,0
"David Brownlow papers, 1935-1979",0,0
"Vivian Browne papers, 1959-1968",0,0
"Stephen Browne bibliography on Byron Browne, 1982",0,0
"Margaret Fitzhugh Browne papers, circa 1904-1960",0,0
"History of the Photographic Society of Philadelphia : a paper read before the Photographic Society, December 3, 1883 / by John C. Browne, 1884",0,0
"George Elmer Browne papers, 1900-1932",0,0
"George Elmer Browne postcards, 1904-1927",0,0
"Sam Brown videorecording / produced by the National Archives ; interviewer, Shawn Aubitz, 1985",0,0
"Paul Cadmus letters to Webster Aitken, 1945-1979",0,0
"Charles Henry Caffin papers, circa 1883-1973, bulk 1883-1918",0,0
"Xenia Cage letters to Milton Sonday, 1968-1995, bulk 1981-1995",0,0
"Brents Carlton papers, 1903-2014",0,0
"Eduardo Carrillo papers, circa 1953-1999, bulk 1975-1997",0,0
"Letters to Mario Carreño from Enrique Riveron, 1981-1990",0,0
"Painters of the Southwest landscape : Otis Dozier, William Lester, Everett Spruce / by Francine Carraro, undated",0,0
"Carolyn Kinder Carr papers, 1960-1980",0,0
"Arthur Espenet Carpenter papers, 2003",0,0
"Nicholas Carone scrapbook pages, 1951-1961",0,0
"Margaret Carney interviews with ceramicists, 1993-2019",0,0
"Andrew Carnegie letters, 1884-1936",0,0
"Emil Carlsen and Carlsen family photographs, circa 1885-circa 1930, bulk 1910-1930",0,0
"Alice Cahana papers, 1971-1983",0,0
"Dines and Emil Carlsen letters to Helen Elizabeth Keep, 1932-1957",0,0
"Carlin Galleries records, 1942-1980",0,0
"Carl Schurz Memorial Foundation records, ca. 1954",0,0
"Carl Battaglia Galleries records relating to Charles Burchfield exhibition, 1978",0,0
"Henry T. Cariss papers, ca. 1876-1900",0,0
"Paul Carey papers, 1975-1993",0,0
"Joyce Marquess Carey textile samples, 2002",0,0
"Rimer Cardillo papers, 1960-2014",0,0
"Eugene Carroll papers, 1955-2015",0,0
"John Carroll papers, 1937-1956",0,0
"Interview with Edith Carson, 1976 Oct. 19",0,0
"Clarence Holbrook Carter papers, 1900-1979",0,0
"Mary Cassatt letters, 1882-1926",0,0
"Selections from Alexander Johnston Cassatt's letterbook index, ca. 1894-1903",0,0
"Timothy Casper papers, 1943-1981, bulk 1950-1969",0,0
"John William Casilear papers, 1832-1962",0,0
"Marie Romero Cash papers, 1981-2021",0,0
"Victor Casenelli scrapbook, 1929-1961",0,0
"Cecil Lang Casebier papers, 1942-1980",0,0
"Jack and Rhea Case papers, 1917-1979",0,0
"Arcangelo Cascieri papers, circa 1902-1989",0,0
"William de la Montagne Cary papers, 1861-1874",0,0
"Josely Carvalho papers, 1960-2021",0,0
"Carus Gallery records, 1967-2002",0,0
"Ramón Carulla papers, 1971-1996",0,0
"Roy Cartwright letters from Frans Wildenhain, 1966-1979",0,0
"Norman Carton papers, 1949-1980",0,0
"Nanette Carter papers, 1972-2009",0,0
"Clarence H. Carter videorecording: six decades of painting / produced by Harmon-Meek Gallery, 1983",0,0
"Giovanni Carandente letters, 1962-1963",0,0
"Al Capp cartoon drawings, 1950-1959",0,0
"Cape Ann Society of Modern Artists records, 1958-1977",0,0
"Richard Camire papers, 1980",0,0
"James Cameron letters, 1843-1876",0,0
"Edgar Spier Cameron papers, circa 1868-1968",0,0
"Bob Bilyeu Camblin papers, 1951-1985",0,0
"Burton Callicott papers, 1931-1996",0,0
"Callicoon Fine Arts records, 2009-2021",0,0
"Bessie S. Callender papers, circa 1880s-1955",0,0
"Mary Bradish Call papers, 1947-1975",0,0
"California State University Art Museum card catalog file on Nathan Oliveira, 1978-1980",0,0
"California Palace of the Legion of Honor records, 1910-1945",0,0
"William H. Calfee papers, 1937-1982",0,0
"John Caldwell papers, circa 1909-1996",0,0
"Karl Knaths' Cape Cod motion picture / director and producer, Jack Calderwood; narration, Michael Drury; narrator, Charles Summers, c1955",0,0
"Alexander Calder letter, 1962",0,0
"Letterio Calapai papers, 1858, 1870, 1900-1993, bulk 1920-1993",0,0
"Charles Cajori papers, 1928-2018",0,0
"Letters from Jerome Caja to Anna van der Meulen, 1995",0,0
"Joseph Cain papers, 1955-1984",0,0
"Jacques Joseph Camins films and posters, circa 1965",0,0
"Kimberly Camp papers, 1961-2012",0,0
"Cape Ann Festival of the Arts records, 1952-1961",0,0
"Catherine H. Campbell papers, 1856-1987, bulk 1970-1987",0,0
"Rhys Caparn papers, 1938-1972",0,0
"Irene Helen McCabe Cantine letters from Ivan Albright, and related clippings, 1942-1983",0,0
"Samuel Benton Cantey papers, 1944-1978",0,0
"Margarita Cano papers, 1982-1985",0,0
"The Canning collection of papers relating to John Trumbull, 1799",0,0
"The art of Eugene L. Vail / by Louise Gebhard Cann, 1928",0,0
"Candy Store Gallery exhibition announcements, circa 1973-circa 1982",0,0
"Candy Store Gallery records, 1968-2004",0,0
"Anthony Candido papers, 1950-2015, bulk 1957-1970",0,0
"Victor Candell papers, 1903-1977",0,0
"Luis Cancel papers, circa 1900-1998, bulk 1970-1996",0,0
"John Canaday papers, 1932-1973",0,0
"William Pardee Campbell papers, 1949-1976",0,0
"Robert B. Campbell papers, 1918-1973",0,0
"Orland Campbell papers, 1843-1977",0,0
"David Robert Campbell papers, 1931-1975 and 1992",0,0
"Courtney Campbell papers, 1949-1960",0,0
"Wilanna Bristow papers, 1967-1983",0,0
"Christian Brinton papers relating to Ignacio Zuloaga, 1904-1922",0,0
"David Berger papers, circa 1939-1986",0,0
"Nell Blaine letters, 1992-1996",0,0
"Dwight Blaney papers, circa 1883-1944, circa 1993, bulk circa 1883-1920s",0,0
"Bland Gallery letters, 1931-1953",0,0
"Lucile Blanch papers, circa 1898-1963",0,0
"Arnold Blanch papers, 1928-1933",0,0
"Peter Blanc papers, 1931-1977",0,0
"Giulio V. Blanc papers, 1920-1995",0,0
"Elizabeth Cady Stanton Blake papers, 1915-1975",0,0
"Nell Blaine letters to Robert A. Wilson, 1962-2010",0,0
"West Elliot Blain research material on Swedish artists, 1755-1958",0,0
"Faber Birren papers, 1924-1968",0,0
"Ronald Bladen papers, 1918-1999",0,0
"Tom Blackwell papers, 1960-2009",0,0
"Harriet Blackstone letters to Charles Neville Shayle George, circa 1907-1939",0,0
"Harding Black papers, 1934-1979",0,0
"Black Mountain College records, 1933-1956",0,0
"Hyman Robert Bizinsky papers, 1946-1990",0,0
"Anna Bisso papers, 1972-1979",0,0
"Henry Singlewood Bisbing letters, ca. 1906",0,0
"Al Blaustein papers, 1947-1982",0,0
"Betty Blayton-Taylor papers, 1929-2016, bulk 1970s-2000s",0,0
"Anton Blazek papers, 1933-1957",0,0
"Sandy Bleifer papers, 1970-2024",0,0
"Seymour Boardman papers, 1950-1980",0,0
"Records of the Fine Arts Program of the Federal Reserve, 1975-1981",0,0
"Julia Keffer Blythe autograph book, ca. 1844-1848",0,0
"Ernest L. Blumenschein letters and interview, 1945-1973",0,0
"Lili Blumenau collection, 1958",0,0
"Mariano Fortuny birthday dinner menu, 1882 June 9",0,0
"Faculty from the John Wicker School of Art in Detroit motion picture, 1928",0,0
"Hyman Bloom drawings, 1927-1931",0,0
"Walton Blodgett papers, 1932-1980",0,0
"Lou Block papers, 1936-1938",0,0
"Irving Block papers, 1938-1986",0,0
"Henry Block papers, 1927-1937",0,0
"Dorothy Block papers, 1925-1985",0,0
"Adolph Block papers, 1921-1971",0,0
"Albert Bloch papers, 1873-2014",0,0
"Anna Campbell Bliss papers, circa 1948-2015",0,0
"Donald Blinken papers, 1956-2011",0,0
"Joseph P. Birren papers, 1888-1890",0,0
"Southern Rim 2 videorecording :the narrative tradition in the arts /Birmingham-Southern College and the Birmingham Museum of Art, sponsors, undated",0,0
"Daniel Putnam Brinley and Kathrine Sanger Brinley papers, 1879-1984",0,0
"Leonid Berman papers, 1920-1981",0,0
"Photographs and clippings relating to Robert Havell's painting View of Sing Sing on the Hudson, ca. 1970",0,0
"Bernhard H. Berntsen papers, 1931-1987",0,0
"Henry Bernstein papers, 1931-1981",0,0
"Oscar E. Berninghaus collection, 1976-1983",0,0
"Oscar E. Berninghaus papers, 1895-1961",0,0
"Albert Bernasconi papers, 1898-1973",0,0
"Michael Bernard letters, 1964",0,0
"Peter Bermingham papers, 1975-1976",0,0
"Greta Berman writings, 1977",0,0
"William Russell Birch subscription lists, 1798-1802",0,0
"Avis Berman research material on Juliana Force, 1857-circa 2010",0,0
"Avis Berman research material on Elie Nadelman, circa 1998-2002",0,0
"Research material on Ronald Bladen and Les Levine, 1931-1991",0,0
"Leon Berkowitz and Ida Fox Berkowitz papers, circa 1900-1986",0,0
"Karen Felicity Berkenfeld papers, ca. 1995",0,0
"Interview with Edwin Bergman, 1984 Aug. 21-Dec. 21",0,0
"Edwin and Lindy Bergman papers, 1949-2002",0,0
"Jason Berger and Marilyn Powers papers, circa 1942-2001",0,0
"Jake Berthot papers, circa 1958-1994, bulk 1970-1992",0,0
"Forrest Bess photographs and slides, circa 1981",0,0
"Forrest Bess letters, 1966-1972",0,0
"Betty Cuningham Gallery records, 1970-2024",0,0
"Research material on William and Thomas Birch, circa 1799-1990, bulk 1940-1970",0,0
"Charles Fergus Binns papers, 1875-1934",0,0
"George Caleb Bingham letter, 1852 January 31",0,0
"Joseph Binder papers, 1933-1967",0,0
"Linda Bihun-Werner writings and interviews, 1992",0,0
"John Thomas Biggers art works, 1940-1967",0,0
"Michael D. Bigger papers, 1977-1983",0,0
"Restoration blueprints of Fifth Meeting House in Lancaster, Mass, 1912",0,0
"Eugene V. Biel-Bienne papers and Eugene V. Biel-Bienne estate papers, 1929-1974",0,0
"Livingston L. Biddle, Jr. papers, circa 1940-2002",0,0
"George Biddle letters to Constance Biddle, 1943-1945",0,0
"Research material on Gertrude Vanderbilt Whitney, 1896-1980, bulk 1973-1977, 1896-1980, bulk 1973-1977",0,0
"Edward Biberman papers, 1939-1985",0,0
"Michel Bezman papers, 1968-1983",0,0
"Bernice West Beyers papers, 1912-1987",0,0
"Het gevoel Cox / Bert Beyens and Pierre Clercq, 1980",0,0
"Murray Percival Bewley papers, 1896-1964",0,0
"Thomas Danforth Boardman letter, 1838 Feb. 23",0,0
"Bob & Bob and The Dark Bob papers, 1974-2021",0,0
"Paul Bodin papers, 1932-1981",0,0
"Thomas Bradford certificate, 1810 Nov. 23",0,0
"Olaf Brauner letters, 1895-1938",0,0
"Cynthia Brants papers, 1948-1976",0,0
"Warren Brandt papers, 1948-1969",0,0
"Rudolph Bram papers, 1958-1966",0,0
"William N. Bradley papers, ca. 1936-1945",0,0
"Peter A. Bradley papers, 2003, 2014, 1966-1976",0,0
"Ethelwyn Coventry Bradish writings, 1937-1950",0,0
"William Bradford papers, 1860-1893",0,0
"Francis Scott Bradford papers, 1917-1958",0,0
"Hans Boehler papers, ca.1908-1973",0,0
"Robert Brackman papers, 1931-1978",0,0
"Edward Augustus Brackett notebook, circa 1845",0,0
"Theodor Braasch letters from Charles Burchfield, 1953-1965",0,0
"Julie Bozzi photographs of Jimmy Jalapeeno and William T. Wiley, 1975",0,0
"James W. Boynton papers, 1951-1984",0,0
"Magic of David Butler / director, writer, producer, Rancy Boyd-Snee, c1985",0,0
"Rutherford Boyd papers, 1900-1983",0,0
"E. Boyd memoirs, 1963 November 6",0,0
"Braunstein/Quay Gallery records, 1956-2011",0,0
"Magnolia Sketch Book, 1829-1908",0,0
"Oil paintings graphic / Samuel Brecher, undated",0,0
"Samuel Brecher papers, 1909-1983",0,0
"Berta N. Briggs papers, 1908-1976",0,0
"Nicholas Brigante papers, 1923-1983",0,0
"Anne Brigadier papers, 1954-1975",0,0
"Lester Burbank Bridaham papers, 1912-1986",0,0
"Michael Brewster papers, circa1966-2019",0,0
"Anna Richards Brewster papers, 1887-1961",0,0
"Joseph Brewer correspondence with Eugene Berman, 1930-1932",0,0
"Theodore Brenson papers, 1937-1959",0,0
"Victor David Brenner letters, 1909-1914",0,0
"Michael Brenner papers, 1888-1976",0,0
"Marcella Brenner journals, 1962-2000",0,0
"Lawrence F. Brennan papers, 1923-1982",0,0
"Harold James Brennan papers, 1955-1974",0,0
"Alfred Laurens Brennan papers, 1886-1909",0,0
"Bettina Brendel papers, 1937-2000",0,0
"Raymond Breinin papers, 1928-1968",0,0
"Breese and Morse family papers, 1772-1846",0,0
"Stanley Boxer papers, 1968-1981",0,0
"Ruth Bowman papers, 1936-2006, bulk 1963-1999",0,0
"Edgar W. Bowlin papers, 1956-1961",0,0
"Solon H. Borglum and Borglum family papers, 1864-2002",0,0
"Isabel Case Borgatta papers, 1939-1978",0,0
"Carl Oscar Borg scrapbooks, 1903-1955",0,0
"Edward J. Borein letters, ca. 1900-1920",0,0
"Photographs of interiors of the estate of John L. Booth, ca. 1940?",0,0
"R. G. Boot letters, 1949",0,0
"Chakaia Booker papers, 1981-2018, bulk 1994-2010",0,0
"Marcelo Bonevardi printed materials, 1965-1980",0,0
"Bill Bomar papers, 1946-1970",0,0
"Chaz Bojórquez papers, 1956-2017",0,0
"Ronald Lee Boise papers, 1964-1966",0,0
"Aaron Bohrod papers, 1507, bulk 1831-1994 bulk circa 1930-1994",0,0
"Interview with Aaron Bohrod, 1973-1974",0,0
"Carl Bohnen papers, 1888-1977",0,0
"Max Bohm papers, 1873-1970, bulk 1880-1959",0,0
"Varujan Boghosian papers, 1950-1977",0,0
"William James letters to Vera and Olga Bogach, 1950-1959",0,0
"Graham C. Boettcher artists' letters collection, 1832-1991",0,0
"Gutzon Borglum letters to John A. Stewart, 1914 and undated",0,0
"Boris Mirski Gallery records, circa 1936-2000, bulk 1945-1972",0,0
"Bowery Gallery records, 1969-2008",0,0
"Photographs of Greece / Nickolas Boris, photographer, undated",0,0
"Stephen Bowers letter to William E. Ransom, 1899 October 26",0,0
"Harold and Mabel Bowdoin papers relating to Arthur J. Stone, 1919-1948",0,0
"Nancy Douglas Bowditch and Brush family papers, circa 1860-1985",0,0
"George Bowden letters, 1864-1868",0,0
"Tom Boutis papers, 1951-1979",0,0
"Woodward S. Bousquet research material relating to Marshall B. Fleming, 1989-1992",0,0
"Interview with Louise Bourgeois, 1986 Apr. 9",0,0
"Photographs of Willem de Kooning, ca. 1955",0,0
"Margarita Bourdon letters, 1924-1945",0,0
"Harry Bouras papers, 1949-1990",0,0
"Thomas Bouchard papers, 1981-1982",0,0
"Otto Botto papers, 1930-1968",0,0
"Boston Visual Artists Union records, circa 1970-1978",0,0
"Boston University Program in Artisanry records, 1974-1985",0,0
"William Bostick letters, 1947-1956",0,0
"Derek Boshier papers, 1955-1983",0,0
"Louis Bosa photographs, 1943-1974",0,0
"W. Hawkins Ferry papers, 1947-1973",0,0
"Nikolai Ivanovich Fechin papers, 1923-1984",0,0
"Caroline Fesler papers, 1939-1956",0,0
"Charles Kessler letters, 1973-1974",0,0
"William Kienbusch letters to Francis and Sydney Hamabe, 1958-1977",0,0
"Hari Kidd scrapbook, 1931-1941",0,0
"Bernard M. Keyes papers, 1914-1960",0,0
"Joseph D. Ketner II papers, circa 1967-2020",0,0
"Robert S. Duncanson (1821-1872) : the Late Literary Landscape Paintings by Joseph D. Ketner, II, 1980 Sept",0,0
"William H. Kessler papers on Michael Heizer sculpture project for Michigan State Capitol Complex, circa 1969-1981",0,0
"William Kessler photographs of art work by Richard Filipowski, circa 1994",0,0
"Shirley Kessler papers, 1943-1970",0,0
"Kenneth Kerslake papers, circa 1900-2009",0,0
"Norman Kent papers, 1939-1964",0,0
"Les Kerr papers, 1955-1996",0,0
"James Wilfrid Kerr papers, 1918-1984",0,0
"Edward Kern letter, 1851 Oct. 27",0,0
"Earl Kerkam papers, 1936-1968",0,0
"Louise Trimble Kepper photographs relating to Will Henry Stevens, 1941-1942",0,0
"Henry Rodman Kenyon papers, 1883-1958",0,0
"Letter from Rockwell Kent to Peter Bell, February 14",0,0
"Advertising arts, 1930-",0,0
"Kimbell Art Museum records, 1961-1983",0,0
"Albert Henry King papers, 1913-1963",0,0
"Marian King papers, 1934-1964",0,0
"William King papers, 1910-2007",0,0
"Betty Klausner research material on David Ireland, 1987-2004",0,0
"Alice Klauber letters, 1907-1946",0,0
"Enid Klass correspondence regarding the George Perutz art collection, 1965-2009",0,0
"R.B. Kitaj papers, 1960-2001",0,0
"Kit Kat Club printed material, 1909-1910",0,0
"Lynton Kistler and Jean Charlot papers, 1933-1982",0,0
"Aline Kistler papers, 1930-1936",0,0
"Maurice Kish papers, 1935-1976",0,0
"Joseph Kiselewski papers, 1923-1980",0,0
"Earle Rosslyn Kirkbride papers, 1917-1964",0,0
"Robert Kipniss papers, circa 1932-2023",0,0
"Jay P Kinney primers on drawing, 1890-1906",0,0
"L. Brent Kington papers, 1944-2012",0,0
"Eugene Kingman papers, 1932-1975",0,0
"Dong Kingman papers, 1938-1942",0,0
"Oral history interview with Dong Kingman, 1996 Jul. 3-4",0,0
"Interview with William King, 1975",0,0
"Rockwell Kent letters to Robert T. Hatt, 1935-1936",0,0
"Adaline Kent papers, 1937-1958",0,0
"Alex Katz papers, 1953-1982",0,0
"Nathaniel Kaz exhibition catalogs, 1938-1981",0,0
"Paul F. Keene papers, circa 1940-1987",0,0
"The New hope : a record of the contemporary American arts, undated",0,0
"Photographs of San Francisco artists/ Larry Keenan, Jr, 1965-1966",0,0
"Helen Boyd Keen papers, 1936-1986",0,0
"Lawrence Kearny sketchbook, 1817-1818",0,0
"John Kearney papers, 1945-2016",0,0
"Brian Kazlov papers, 1959-1991",0,0
"Dodie Kazanjian and Calvin Tomkins research materials on Alexander Liberman, 1927-1999",0,0
"Robert D. Kaufmann papers, 1954-1962",0,0
"Panel discussion on the history of Boston City Hall's Government Center, 1980 Nov. 25",0,0
"Nancy Kaufman letters from artists, 1975-1996",0,0
"Louis and Annette Kaufman papers, 1931-2000",0,0
"Glen Kaufman papers, 1957-2011",0,0
"Lila Katzen printed material, 1969-1980",0,0
"Letters from Frans Wildenhain to Virginia Cartwright Katz, 1968-1979",0,0
"Leo Katz papers, 1924-1972",0,0
"Interview with William S. Wilson, 2012",0,0
"Hilda Katz papers, 1937-1992",0,0
"Helen Elizabeth Keep papers, 1932-1959",0,0
"Mary Heath Keesling papers, 1960-1996",0,0
"Keffer-Blythe family papers relating to David Gilmour Blythe, Julia Keffer Blythe and their family, ca. 1930-1938",0,0
"Elizabeth Keiser papers relating to to a symposium regarding government sponsorship of the arts, 1958-1960",0,0
"Edward Guthrie Kennedy papers relating to James McNeill Whistler in the New York Public Library, 1850-1902",0,0
"Albert J. Kennedy papers, 1925-1946",0,0
"Kennedy Galleries Miscellaneous records, 1864-circa 1983",0,0
"William Sergeant Kendall papers, 1900-1936",0,0
"Greta Kempton papers, 1942-1975",0,0
"Edward Windsor Kemble drawings, 1888 and undated",0,0
"Luman Pierre Kelsey papers, 1940-1961",0,0
"Dorothea Storey Kelsey papers, ca. 1928-1961",0,0
"Paul Kelpe papers, 1927-1980",0,0
"Leon Kelly papers, 1927-1997",0,0
"James Edward Kelly papers, 1880-1957",0,0
"Gordon Kelly papers, 1942-1988",0,0
"Photographs of Ellsworth Kelly, 1954",0,0
"Short history of the Cincinnati Crafters Company, 1911-1954: typescript / Elizabeth R. Kellogg, undated",0,0
"Chapman Kelley printed materials, 1977-1980",0,0
"Charles Keller papers, 1937-1982",0,0
"Nancy Kelker research material regarding Mel Casas, 1890-circa 2011, bulk 1968-2005",0,0
"Elizabeth Klavun papers, 1952-1975",0,0
"Ronald A. Kleemann papers, circa 1942-2008",0,0
"Isidore Klein papers, 1921-1975",0,0
"Max Kozloff papers, circa 1950-2015",0,0
"Albert Henry Krehbiel papers, 1893-1985",0,0
"55 Mercer Artists, Inc. records, 1939-2007, bulk 1970-2007",0,0
"Rosalind E. Krauss papers on David Smith, ca. 1965-1972",0,0
"Erik Hans Krause papers, 1936-1975",0,0
"Henry and Dorothy Kraus papers, ca. 1930-1990",0,0
"Belle Krasne Ribicoff papers, 1942-circa 2010, bulk 1945-2004",0,0
"Belle Krasne letter to Philip Pavia, 1954 May 14",0,0
"Jack Kramer papers, ca. 1940-1981",0,0
"Joyce Kozloff papers, 1969-circa 2010",0,0
"Kent Kleinman research material on Rudolf Arnheim, 1995-1996",0,0
"Stephanie Koziski papers relating to William T. Evans, ca. 1880-1978",0,0
"Cal Kowal photographs of artists, 1972-1984",0,0
"Howard Kottler papers, 1907-2006",0,0
"Albert Kotin papers, 1935-1977",0,0
"Robert Kostka papers, 1954-1993",0,0
"Michael Kostiuk photographs relating to the Art in Process exhibition at Finch College Museum of Art, 1972",0,0
"Diana Korzenik papers relating to Rudolf Arnheim, circa 1964-1983",0,0
"Elizabeth P. Korn papers, 1923-1971",0,0
"Marjorie Kreilick papers, 1946-2018",0,0
"Doris Kreindler papers, 1930-1975",0,0
"Earl Krentzin papers, 1958-1965",0,0
"Mary Kretsinger papers, 1951-1985",0,0
"Video tapes on china painters, 1983",0,0
"Robert M. Kulicke papers, 1951-1968",0,0
"Barbara Kulicke papers, 1963-2006",0,0
"Creative art : a magazine of fine and applied art, 1927-1933",0,0
"Letter to Adele Weibel, 1938 Mar. 14",0,0
"Interview with Brenda Kuhn, 1966 Apr. 1",0,0
"Walter Kuhlman papers, ca. 1939-1994",0,0
"Transcript of interview with Katharine Kuh, 1993 Jan. 26-27",0,0
"Jack Kufeld papers, 1936-1976",0,0
"Max Kuehne papers, 1908-2001",0,0
"Max Kuehne photograph and drawing, undated",0,0
"Roman Kryzanowsky handwritten resume and list of paintings, undated",0,0
"Robert Fulton Logan letter to Cornelius Kruse, 1921",0,0
"Louise Kruger papers, 1949-1973",0,0
"Herb Kruckman papers, 1928-1990",0,0
